Volcano_Number,Volcano_Name,Eruption_Number,Eruption_Category,Area_of_Activity,VEI,VEI_Modifier,Start_Year_Modifier,Start_Year,Start_Year_Uncertainty,Start_Month,Start_Day_Modifier,Start_Day,Start_Day_Uncertainty,Evidence_Method_(dating),End_Year_Modifier,End_Year,End_Year_Uncertainty,End_Month,End_Day_Modifier,End_Day,End_Day_Uncertainty,Latitude,Longitude,cluster,startdate,type
282050,Kuchinoerabujima,16975,Confirmed Eruption,Shin-take,2,,,1972,,9,,2,,Historical Observations,,1972,,9,,2,,30.443,130.217,8,1972-09-02,0
233010,Karthala,14202,Confirmed Eruption,North end of summit crater,1,,,1972,,9,,8,,Historical Observations,,1972,,10,,5,,-11.75,43.38,2,1972-09-08,0
263250,Merapi,15916,Confirmed Eruption,,2,,,1972,,10,,6,,Historical Observations,,1985,,3,,0,,-7.542,110.442,10,1972-10-06,0
251070,Ritter Island,14973,Confirmed Eruption,West of Ritter Island,1,,,1972,,10,,9,,Historical Observations,,1972,,10,,9,,-5.519,148.115,11,1972-10-09,0
241100,Ruapehu,14639,Confirmed Eruption,,1,,,1972,,10,,22,,Historical Observations,,1973,,1,,10,,-39.28,175.57,11,1972-10-22,0
264150,Paluweh,16268,Confirmed Eruption,Rokatenda,3,,,1972,,10,,22,,Historical Observations,,1973,,1,,16,,-8.32,121.708,6,1972-10-22,0
255060,Kavachi,15161,Confirmed Eruption,,0,,,1972,,10,,24,,Historical Observations,,,,,,,,-9.02,157.95,11,1972-10-24,0
342080,Acatenango,10655,Confirmed Eruption,Pico Central-Yepocapa saddle,1,,,1972,,11,,12,,Historical Observations,,1972,,12,,0,,14.501,-90.876,14,1972-11-12,0
241080,Tongariro,14602,Confirmed Eruption,Ngauruhoe,3,,,1972,,11,,22,,Historical Observations,,1974,,8,,19,,-39.157,175.632,11,1972-11-22,0
390020,Erebus,13162,Confirmed Eruption,,2,,,1972,,12,<,1,,Historical Observations,>,2016,,1,,22,,-77.53,167.17,2,1972-12-01,0
290070,Etorofu-Yakeyama [Grozny Group],18752,Confirmed Eruption,Ivan Grozny,1,,,1973,,1,,1,,Historical Observations,,1973,,1,,0,,45.012,147.871,7,1973-01-01,0
282110,Asosan,17336,Confirmed Eruption,Naka-dake,2,,,1973,,1,,1,,Historical Observations,,1975,,6,,0,,32.884,131.104,8,1973-01-01,0
266030,Soputan,16427,Confirmed Eruption,,2,,,1973,,1,,6,,Historical Observations,,1973,,5,,27,,1.112,124.737,6,1973-01-06,0
376010,Jan Mayen,12971,Confirmed Eruption,Beerenberg (NE flank  Skrukkelia),1,,,1973,,1,,15,45,Historical Observations,,,,,,,,71.087,-8.146,9,1973-01-15,0
372010,Vestmannaeyjar,12558,Confirmed Eruption,Heimaey (Eldfell),3,,,1973,,1,,23,,Historical Observations,,1973,,6,,28,,63.416,-20.266,9,1973-01-23,0
261230,Dempo,15571,Confirmed Eruption,,2,,,1973,,1,,24,,Historical Observations,,1973,,1,,25,,-4.03,103.13,10,1973-01-24,0
283110,Asamayama,17804,Confirmed Eruption,,2,,,1973,,2,,1,,Historical Observations,,1973,,5,,24,,36.406,138.523,7,1973-02-01,0
241050,Okataina,14524,Confirmed Eruption,Waimangu (Echo Crater),1,,,1973,,2,,22,,Historical Observations,,1973,,2,,22,,-38.12,176.5,11,1973-02-22,0
342090,Fuego,10726,Confirmed Eruption,,2,,,1973,,2,,23,,Historical Observations,,1973,,3,,23,,14.473,-90.88,14,1973-02-23,0
252010,Langila,14997,Confirmed Eruption,Crater 3  Crater 2,3,,,1973,,2,,24,4,Historical Observations,,2000,,10,>,0,,-5.525,148.42,11,1973-02-24,0
311320,Akutan,20023,Confirmed Eruption,,2,,,1973,,3,?,1,,Historical Observations,,1973,,5,,0,,54.134,-165.986,5,1973-03-01,0
264220,Iliboleng,16321,Confirmed Eruption,,2,,,1973,,4,,1,,Historical Observations,,1974,,4,,0,,-8.342,123.258,6,1973-04-01,0
251050,Long Island,14963,Confirmed Eruption,Motmot,2,,,1973,,4,,1,,Historical Observations,,1974,,2,,28,,-5.358,147.12,11,1973-04-01,0
284096,Nishinoshima,18358,Confirmed Eruption,East of Nishino-shima,2,,,1973,,4,,12,,Historical Observations,,1974,,5,,5,4,27.247,140.874,1,1973-04-12,0
257040,Ambrym,15277,Confirmed Eruption,Benbow  Mbuelesu  Marum,3,,,1973,,4,,15,5,Historical Observations,,1976,,10,,14,,-16.25,168.12,11,1973-04-15,0
263340,Raung,16140,Confirmed Eruption,,1,,,1973,,5,,1,,Historical Observations,,1973,,10,,0,,-8.119,114.056,6,1973-05-01,0
332010,Kilauea,10108,Confirmed Eruption,East rift zone  Pauahi  Hiiaka,0,,,1973,,5,,5,,Historical Observations,,1973,,5,,5,,19.421,-155.287,5,1973-05-05,0
233020,Fournaise  Piton de la,14364,Confirmed Eruption,Dolomieu (SSW wall),2,,,1973,,5,,10,,Historical Observations,,1973,,9,?,5,,-21.244,55.708,2,1973-05-10,0
290070,Etorofu-Yakeyama [Grozny Group],18753,Confirmed Eruption,Ivan Grozny (N flank of cent. dome),2,?,,1973,,5,,16,,Historical Observations,,1973,,5,,17,,45.012,147.871,7,1973-05-16,0
357070,Chillàn  Nevados de,11991,Confirmed Eruption,Volcàn Arrau (SE flank of Volcàn Nuevo),2,,,1973,,7,,1,,Historical Observations,,1986,,0,,0,,-36.863,-71.377,3,1973-07-01,0
244000,Vailulu'u,14801,Confirmed Eruption,,0,,,1973,,7,,10,,Hydrophonic,,1973,,7,,10,,-14.215,-169.058,11,1973-07-10,0
243102,Curacoa,14775,Confirmed Eruption,6.4 km SW of Curacoa Reef,3,,,1973,,7,,11,,Historical Observations,,1973,,7,,16,,-15.62,-173.67,11,1973-07-11,0
290030,Chachadake [Tiatia],18740,Confirmed Eruption,NNW and SSE flanks,4,,,1973,,7,,14,,Historical Observations,,1973,,7,,28,,44.353,146.252,7,1973-07-14,0
261140,Marapi,15467,Confirmed Eruption,Verbeek Crater,2,,,1973,,7,,24,,Historical Observations,,1973,,7,,24,,-0.381,100.473,10,1973-07-24,0
290120,Kolokol Group,18774,Confirmed Eruption,Berg (northern part of lava dome),1,,,1973,,7,,25,,Historical Observations,,1973,,7,?,26,,46.042,150.083,7,1973-07-25,0
263180,Slamet,13404,Confirmed Eruption,,1,?,,1973,,8,,1,,Historical Observations,,,,,,,,-7.242,109.208,10,1973-08-01,0
290360,Chikurachki,18853,Confirmed Eruption,,2,,,1973,,8,,10,,Historical Observations,,1973,,9,,28,,50.324,155.461,7,1973-08-10,0
311161,Korovin,19757,Confirmed Eruption,,0,,,1973,,8,,25,2,Historical Observations,,,,,,,,52.381,-174.166,5,1973-08-25,0
266100,Lokon-Empung,16454,Confirmed Eruption,Tompaluan,1,,,1973,,9,,15,,Historical Observations,,1974,,12,,0,,1.358,124.792,6,1973-09-15,0
284133,Fukujin,18434,Confirmed Eruption,21.93 N 143.46 E,1,,,1973,,9,,27,,Historical Observations,,1974,,3,,5,,21.93,143.47,1,1973-09-27,0
252120,Ulawun,15052,Confirmed Eruption,,2,,,1973,,10,,4,,Historical Observations,,1973,,10,,19,,-5.05,151.33,11,1973-10-04,0
257020,Gaua,15225,Confirmed Eruption,Mt. Garat (upper SE flank),2,,,1973,,10,,9,,Historical Observations,,1974,,1,,21,,-14.27,167.5,11,1973-10-09,0
241130,Rumble III,14674,Confirmed Eruption,,0,,,1973,,10,,15,,Hydrophonic,,1973,,10,,17,,-35.745,178.478,11,1973-10-15,0
264150,Paluweh,16269,Confirmed Eruption,,2,,,1973,,10,,27,,Historical Observations,,1973,,10,,28,,-8.32,121.708,6,1973-10-27,0
241100,Ruapehu,14640,Confirmed Eruption,,1,,,1973,,10,,31,,Historical Observations,,1974,,10,,25,,-39.28,175.57,11,1973-10-31,0
352010,Reventador,11444,Confirmed Eruption,,3,,,1973,,11,,1,,Historical Observations,,1974,,7,,0,,-0.077,-77.656,14,1973-11-01,0
282050,Kuchinoerabujima,16976,Confirmed Eruption,Shin-take,2,,,1973,,11,,5,,Historical Observations,,1973,,11,,19,,30.443,130.217,8,1973-11-05,0
332010,Kilauea,10109,Confirmed Eruption,East rift zone  Pauahi,0,,,1973,,11,,10,,Historical Observations,,1973,,12,,9,,19.421,-155.287,5,1973-11-10,0
312030,Pavlof,20138,Confirmed Eruption,Upper NE flank,2,,,1973,,11,,12,,Historical Observations,,1973,,11,,13,,55.417,-161.894,5,1973-11-12,0
264250,Iliwerung,16346,Confirmed Eruption,Hobal (submarine vent on SE flank),2,,,1973,,12,,5,,Historical Observations,,1974,,8,,22,,-8.53,123.57,6,1973-12-05,0
353010,Fernandina,11668,Confirmed Eruption,ESE caldera wall,2,,,1973,,12,,9,,Historical Observations,,1973,,12,,16,1,-0.37,-91.55,14,1973-12-09,0
284130,Fukutoku-Oka-no-Ba,17597,Confirmed Eruption,3.8 km NNE of Minami-Iwo-jima,2,,,1973,,12,,18,,Historical Observations,,1974,,2,,16,,24.285,141.481,1,1973-12-18,0
344120,Concepcion,11064,Confirmed Eruption,,2,,,1973,,12,,24,,Historical Observations,,1974,,1,,12,,11.538,-85.622,14,1973-12-24,0
257050,Lopevi,15309,Confirmed Eruption,Summit and NW flank,2,,,1974,,1,,1,,Historical Observations,,1974,,10,,7,,-16.507,168.346,11,1974-01-01,0
211060,Etna,13800,Confirmed Eruption,West flank (1670 m and 1650 m),2,,,1974,,1,,30,,Historical Observations,,1974,,3,,29,,37.734,15.004,9,1974-01-30,0
257070,Kuwae,15347,Confirmed Eruption,Karua,0,,,1974,,2,,4,4,Historical Observations,,1974,,9,?,0,,-16.829,168.536,11,1974-02-04,0
311320,Akutan,20024,Confirmed Eruption,West flank ?,2,,,1974,,2,<,11,,Historical Observations,,,,,,,,54.134,-165.986,5,1974-02-11,0
251030,Karkar,14946,Confirmed Eruption,Bagiai,2,,,1974,,2,,14,,Historical Observations,,1974,,8,,8,,-4.649,145.964,11,1974-02-14,0
311120,Great Sitkin,19739,Confirmed Eruption,,2,,,1974,,2,,19,,Historical Observations,,1974,,9,,0,,52.076,-176.13,5,1974-02-19,0
261230,Dempo,15572,Confirmed Eruption,,2,,,1974,,2,,26,,Historical Observations,,1974,,10,,20,,-4.03,103.13,10,1974-02-26,0
284010,Izu-Oshima,18241,Confirmed Eruption,Mihara-yama,1,,,1974,,2,,28,,Historical Observations,,1974,,6,,20,,34.724,139.394,7,1974-02-28,0
283220,Chokaisan,18034,Confirmed Eruption,E side of Shinzan  W of Kojin-yama,1,,,1974,,3,,1,,Historical Observations,,1974,,4,,30,,39.099,140.049,7,1974-03-01,0
251020,Manam,14927,Confirmed Eruption,South Crater  Main Crater,3,,,1974,,3,?,4,,Historical Observations,,1999,,11,?,9,,-4.08,145.037,11,1974-03-04,0
312030,Pavlof,20139,Confirmed Eruption,,1,,,1974,,3,,12,,Historical Observations,,1974,,3,?,24,,55.417,-161.894,5,1974-03-12,0
264010,Batur,16202,Confirmed Eruption,Batur III,2,,,1974,,3,,12,,Historical Observations,,1974,,4,,0,,-8.242,115.375,6,1974-03-12,0
300260,Klyuchevskoy,19459,Confirmed Eruption,Summit and SW flank (3400-3600 m),3,,,1974,,4,,8,,Historical Observations,,1974,,12,?,0,,56.056,160.642,7,1974-04-08,0
282050,Kuchinoerabujima,16977,Confirmed Eruption,Shin-take,1,,,1974,,6,,3,,Historical Observations,,1974,,6,,3,,30.443,130.217,8,1974-06-03,0
263340,Raung,16141,Confirmed Eruption,,2,,,1974,,6,,15,,Historical Observations,,1974,,7,?,17,,-8.119,114.056,6,1974-06-15,0
312160,Trident,20236,Confirmed Eruption,SW flank,3,,,1974,,7,,15,45,Historical Observations,,,,,,,,58.236,-155.1,5,1974-07-15,0
332010,Kilauea,10110,Confirmed Eruption,Kilauea Caldera  Keanakakoi,0,,,1974,,7,,19,,Historical Observations,,1974,,7,,22,,19.421,-155.287,5,1974-07-19,0
283090,Niigata-Yakeyama,17546,Confirmed Eruption,WNW and NNE side of lava dome,2,,,1974,,7,,28,,Historical Observations,,1974,,7,,28,,36.921,138.036,7,1974-07-28,0
312030,Pavlof,20140,Confirmed Eruption,,3,,,1974,,9,<,1,,Historical Observations,,1975,,1,,13,,55.417,-161.894,5,1974-09-01,0
360160,Kick 'em Jenny,12463,Confirmed Eruption,,0,,,1974,,9,,5,,Historical Observations,,1974,,9,,6,,12.3,-61.64,14,1974-09-05,0
241040,White Island,14486,Confirmed Eruption,SE of Donald Mound ,2,,,1974,,9,,8,10,Historical Observations,,,,,,,,-37.52,177.18,11,1974-09-08,0
345040,Poas,11174,Confirmed Eruption,,2,,,1974,,9,,11,,Historical Observations,,1975,,2,,0,,10.2,-84.233,14,1974-09-11,0
332010,Kilauea,10111,Confirmed Eruption,Kilauea Caldera (Halemaumau and to SW),0,,,1974,,9,,19,,Historical Observations,,1974,,9,,19,,19.421,-155.287,5,1974-09-19,0
211060,Etna,13801,Confirmed Eruption,NE Crater,2,,,1974,,9,?,29,,Historical Observations,,1978,,3,,29,,37.734,15.004,9,1974-09-29,0
342090,Fuego,10727,Confirmed Eruption,,4,,,1974,,10,,10,,Historical Observations,,1974,,12,,4,,14.473,-90.88,14,1974-10-10,0
251070,Ritter Island,14974,Confirmed Eruption,600-900 m W of Ritter Island,1,,,1974,,10,,17,,Historical Observations,,1974,,10,,17,,-5.519,148.115,11,1974-10-17,0
255060,Kavachi,15162,Confirmed Eruption,,1,,,1974,,11,,12,,Historical Observations,,1974,,12,?,12,,-9.02,157.95,11,1974-11-12,0
284130,Fukutoku-Oka-no-Ba,17598,Confirmed Eruption,,2,,,1974,,12,,24,,Historical Observations,?,1975,,11,,13,,24.285,141.481,1,1974-12-24,0
251030,Karkar,14947,Confirmed Eruption,Bagiai,2,,,1974,,12,?,30,,Historical Observations,,1975,,6,,26,,-4.649,145.964,11,1974-12-30,0
332010,Kilauea,10112,Confirmed Eruption,SW rift zone (1095 m),0,,,1974,,12,,31,,Historical Observations,,1974,,12,,31,,19.421,-155.287,5,1974-12-31,0
261140,Marapi,15468,Confirmed Eruption,Verbeek Crater  B and C Craters,2,,,1975,,1,,1,,Historical Observations,,1979,,9,,11,,-0.381,100.473,10,1975-01-01,0
241080,Tongariro,14603,Confirmed Eruption,Ngauruhoe,3,,,1975,,2,,12,,Historical Observations,,1975,,2,,23,,-39.157,175.632,11,1975-02-12,0
211060,Etna,13803,Confirmed Eruption,North flank (2625 m),1,,,1975,,2,,24,,Historical Observations,,1975,,8,,29,,37.734,15.004,9,1975-02-24,0
263340,Raung,16142,Confirmed Eruption,,1,,,1975,,3,,1,,Historical Observations,,1975,,5,,0,,-8.119,114.056,6,1975-03-01,0
257050,Lopevi,15310,Confirmed Eruption,Summit and NW flank,2,,,1975,,3,,6,3,Historical Observations,,1975,,6,,23,,-16.507,168.346,11,1975-03-06,0
262000,Krakatau,15611,Confirmed Eruption,Anak Krakatau,2,,,1975,,3,,27,,Historical Observations,,1975,,10,,26,5,-6.102,105.423,10,1975-03-27,0
241100,Ruapehu,14641,Confirmed Eruption,,2,,,1975,,4,,24,,Historical Observations,,1975,,4,,27,,-39.28,175.57,11,1975-04-24,0
344040,Telica,10928,Confirmed Eruption,,0,,,1975,,5,,1,,Historical Observations,,1976,,3,,0,,12.602,-86.845,14,1975-05-01,0
342090,Fuego,10728,Confirmed Eruption,,1,,,1975,,5,,28,,Historical Observations,,1975,,10,,21,,14.473,-90.88,14,1975-05-28,0
300240,Tolbachik,19323,Confirmed Eruption,South flank (18 & 28 km from summit),4,+,,1975,,6,,28,,Historical Observations,,1976,,12,,10,,55.832,160.326,7,1975-06-28,0
390070,Southern Thule,13201,Confirmed Eruption,South flank of Bellinghausen Island,1,?,,1975,11,7,,2,182,Historical Observations,,,,,,,,-59.442,-27.225,3,1975-07-02,0
332020,Mauna Loa,10225,Confirmed Eruption,Mokuaweoweo and NE and SW rift zones ,0,,,1975,,7,,5,,Historical Observations,,1975,,7,,6,,19.475,-155.608,5,1975-07-05,0
255060,Kavachi,15163,Confirmed Eruption,,1,,,1975,,8,,1,,Historical Observations,,,,,,,,-9.02,157.95,11,1975-08-01,0
284131,Minami Hiyoshi,18424,Confirmed Eruption,23.50 N 141.92 E,0,,,1975,,8,,25,,Historical Observations,,,,,,,,23.5,141.935,1,1975-08-25,0
311360,Shishaldin,20085,Confirmed Eruption,,2,,,1975,,9,,13,,Historical Observations,,1975,,10,,26,5,54.756,-163.97,5,1975-09-13,0
312030,Pavlof,20141,Confirmed Eruption,,2,,,1975,,9,,13,,Historical Observations,,1977,,3,>,0,,55.417,-161.894,5,1975-09-13,0
282110,Asosan,17337,Confirmed Eruption,Naka-dake,1,,,1975,,10,,1,,Historical Observations,,1976,,1,,13,,32.884,131.104,8,1975-10-01,0
284090,Izu-Torishima,18371,Confirmed Eruption,9 km S of Torishima,2,,,1975,,10,,2,,Historical Observations,,,,,,,,30.484,140.303,7,1975-10-02,0
241100,Ruapehu,14642,Confirmed Eruption,,1,,,1975,,10,<,17,,Historical Observations,,1975,,10,<,17,,-39.28,175.57,11,1975-10-17,0
266100,Lokon-Empung,16455,Confirmed Eruption,Tompaluan,2,,,1975,,11,<,1,,Historical Observations,,1980,,0,,0,,1.358,124.792,6,1975-11-01,0
233020,Fournaise  Piton de la,14365,Confirmed Eruption,Dolomieu and SE flank (1320-2350 m),1,,,1975,,11,,4,,Historical Observations,,1976,,4,,6,,-21.244,55.708,2,1975-11-04,0
332010,Kilauea,10113,Confirmed Eruption,Kilauea Caldera  Halemaumau,0,,,1975,,11,,29,,Historical Observations,,1975,,11,,29,,19.421,-155.287,5,1975-11-29,0
341040,Colima,10469,Confirmed Eruption,,2,,,1975,,12,?,11,,Historical Observations,,1976,,6,,20,,19.514,-103.62,0,1975-12-11,0
373080,Krafla,12948,Confirmed Eruption,1.5-2.5 km north of LeirhnjÏkur,0,,,1975,,12,,20,,Historical Observations,,1975,,12,,20,,65.75,-16.25,9,1975-12-20,0
311360,Shishaldin,20086,Confirmed Eruption,,2,,,1976,,1,,1,,Historical Observations,,1976,,9,,28,,54.756,-163.97,5,1976-01-01,0
284120,Ioto,18413,Confirmed Eruption,West side (Asodai),1,,,1976,,1,,1,,Historical Observations,,,,,,,,24.751,141.289,1,1976-01-01,0
331021,Axial Seamount,20922,Confirmed Eruption,,0,,,1976,6,1,,1,,Historical Observations,<,1982,,,,,,45.95,-130,5,1976-01-01,0
251050,Long Island,14964,Confirmed Eruption,Motmot,1,,,1976,,1,,2,120,Historical Observations,,,,,,,,-5.358,147.12,11,1976-01-02,0
352010,Reventador,11445,Confirmed Eruption,,2,,,1976,,1,,4,,Historical Observations,,1976,,5,,0,,-0.077,-77.656,14,1976-01-04,0
257020,Gaua,15226,Confirmed Eruption,Mt. Garat,2,,,1976,,1,,15,5,Historical Observations,,,,,,,,-14.27,167.5,11,1976-01-15,0
313010,Augustine,20272,Confirmed Eruption,,4,,,1976,,1,?,22,,Historical Observations,,1977,,5,?,14,,59.363,-153.43,5,1976-01-22,0
283120,Kusatsu-Shiranesan,17842,Confirmed Eruption,NE corner of Mizu-gama Crater,1,,,1976,,3,,2,,Historical Observations,,1976,,3,,2,,36.618,138.528,7,1976-03-02,0
241100,Ruapehu,14643,Confirmed Eruption,,1,,,1976,,3,,6,,Historical Observations,,1976,,3,,6,,-39.28,175.57,11,1976-03-06,0
344020,San Cristobal,10881,Confirmed Eruption,,1,,,1976,,3,,9,,Historical Observations,,1976,,3,,16,,12.702,-87.004,14,1976-03-09,0
300250,Bezymianny,19350,Confirmed Eruption,,2,,,1976,,3,,25,,Historical Observations,,,,,,,,55.972,160.595,7,1976-03-25,0
282050,Kuchinoerabujima,16978,Confirmed Eruption,Shin-take,2,,,1976,,4,,2,,Historical Observations,,1976,,4,,2,,30.443,130.217,8,1976-04-02,0
257050,Lopevi,15311,Confirmed Eruption,,1,,,1976,,5,,1,,Historical Observations,,1976,,9,,5,,-16.507,168.346,11,1976-05-01,0
263340,Raung,16143,Confirmed Eruption,,2,,,1976,,6,,7,,Historical Observations,,1976,,11,,21,,-8.119,114.056,6,1976-06-07,0
345040,Poas,11175,Confirmed Eruption,,2,,,1976,,6,,21,,Historical Observations,,1976,,11,,0,,10.2,-84.233,14,1976-06-21,0
360060,Soufriere Guadeloupe,12368,Confirmed Eruption,SE side of summit (Gouffre Tarissan),2,,,1976,,7,,8,,Historical Observations,,1977,,3,,1,,16.044,-61.664,14,1976-07-08,0
241080,Tongariro,14604,Confirmed Eruption,Ngauruhoe,1,,,1976,,8,,23,,Historical Observations,,1976,,8,,28,,-39.157,175.632,11,1976-08-23,0
255060,Kavachi,15164,Confirmed Eruption,,1,,,1976,,8,,24,,Historical Observations,,1976,,10,,13,,-9.02,157.95,11,1976-08-24,0
344020,San Cristobal,10882,Confirmed Eruption,,1,,,1976,,8,,29,,Historical Observations,,1976,,8,,29,,12.702,-87.004,14,1976-08-29,0
273070,Taal,16859,Confirmed Eruption,SW flank (near Mt. Tabaro),2,,,1976,,9,,3,,Historical Observations,,1976,,10,,17,,14.002,120.993,8,1976-09-03,0
241100,Ruapehu,14644,Confirmed Eruption,,1,,,1976,,9,<,12,,Historical Observations,,1976,,11,?,22,,-39.28,175.57,11,1976-09-12,0
267020,Karangetang,16528,Confirmed Eruption,South flank (1100 m) and summit,2,,,1976,,9,,15,,Historical Observations,,1977,,9,,0,,2.78,125.4,6,1976-09-15,0
290240,Sarychev Peak,18816,Confirmed Eruption,,2,,,1976,,9,,23,,Historical Observations,,1976,,10,,2,,48.092,153.2,7,1976-09-23,0
311320,Akutan,20025,Confirmed Eruption,,2,,,1976,,10,,15,45,Historical Observations,,1977,,5,>,9,,54.134,-165.986,5,1976-10-15,0
233020,Fournaise  Piton de la,14366,Confirmed Eruption,North of Dolomieu (2250-2330 m),1,,,1976,,11,,2,,Historical Observations,,1976,,11,?,4,,-21.244,55.708,2,1976-11-02,0
344040,Telica,10929,Confirmed Eruption,,1,,,1976,,11,,3,,Historical Observations,,1978,,1,>,0,,12.602,-86.845,14,1976-11-03,0
343100,San Miguel,10862,Confirmed Eruption,,1,,,1976,,12,,2,,Historical Observations,,1977,,3,,1,,13.434,-88.269,14,1976-12-02,0
241040,White Island,14487,Confirmed Eruption,Christmas  Gibrus  and 1978 craters,3,,,1976,,12,,18,,Historical Observations,,1982,,1,,29,,-37.52,177.18,11,1976-12-18,0
223020,Nyamuragira,14068,Confirmed Eruption,SSW flank (Murara and Harakandi),1,,,1976,,12,,23,,Historical Observations,,1977,,6,,15,5,-1.408,29.2,9,1976-12-23,0
223030,Nyiragongo,14101,Confirmed Eruption,North  south  and west flanks,1,,,1977,,1,,10,,Historical Observations,,1977,,1,,10,,-1.52,29.25,9,1977-01-10,0
360160,Kick 'em Jenny,12464,Confirmed Eruption,,0,?,,1977,,1,,14,,Hydrophonic,,1977,,1,,14,,12.3,-61.64,14,1977-01-14,0
257040,Ambrym,15278,Confirmed Eruption,,2,,,1977,,1,,20,5,Historical Observations,,1977,,1,?,28,,-16.25,168.12,11,1977-01-20,0
357120,Villarrica,12166,Confirmed Eruption,,1,,,1977,,1,,26,,Historical Observations,,1977,,1,,30,,-39.42,-71.93,3,1977-01-26,0
255060,Kavachi,15165,Confirmed Eruption,,1,,,1977,,2,,22,,Historical Observations,,,,,,,,-9.02,157.95,11,1977-02-22,0
342090,Fuego,10729,Confirmed Eruption,,1,,,1977,,3,,3,,Historical Observations,,1977,,4,,19,,14.473,-90.88,14,1977-03-03,0
345060,Irazu,11231,Confirmed Eruption,,1,,,1977,,3,,3,,Historical Observations,,,,,,,,9.979,-83.852,14,1977-03-03,0
311180,Seguam,19780,Confirmed Eruption,Pyre Peak (2.5 km SE of summit),1,,,1977,,3,,6,,Historical Observations,,1977,,3,?,8,,52.315,-172.51,5,1977-03-06,0
351060,Purace,11339,Confirmed Eruption,,2,,,1977,,3,,19,,Historical Observations,,1977,,3,?,28,,2.32,-76.4,14,1977-03-19,0
353010,Fernandina,11669,Confirmed Eruption,SE caldera bench,1,,,1977,,3,,23,,Historical Observations,,1977,,3,,27,,-0.37,-91.55,14,1977-03-23,0
233020,Fournaise  Piton de la,14367,Confirmed Eruption,NE and SE of Dolomieu  NE rift zone,0,,,1977,,3,,24,,Historical Observations,,1977,,4,,16,,-21.244,55.708,2,1977-03-24,0
300250,Bezymianny,19351,Confirmed Eruption,,3,,,1977,,3,,25,,Historical Observations,,,,,,,,55.972,160.595,7,1977-03-25,0
312131,Ukinrek Maars,20206,Confirmed Eruption,West and East Ukinrek Maars,3,,,1977,,3,,30,,Historical Observations,,1977,,4,,9,,57.832,-156.51,5,1977-03-30,0
242050,Monowai,14704,Confirmed Eruption,,0,,,1977,,4,,1,,Hydrophonic,,1977,,4,,0,,-25.887,-177.188,11,1977-04-01,0
344120,Concepcion,11065,Confirmed Eruption,,2,,,1977,,4,,4,,Historical Observations,,1977,,5,,3,,11.538,-85.622,14,1977-04-04,0
233010,Karthala,14203,Confirmed Eruption,SW flank,1,,,1977,,4,,5,,Historical Observations,,1977,,4,,10,,-11.75,43.38,2,1977-04-05,0
282110,Asosan,17338,Confirmed Eruption,Naka-dake,2,,,1977,,4,,11,,Historical Observations,,1978,,8,,0,,32.884,131.104,8,1977-04-11,0
257020,Gaua,15227,Confirmed Eruption,Mt. Garat,2,,,1977,,4,,13,,Historical Observations,,1977,,4,,13,,-14.27,167.5,11,1977-04-13,0
373080,Krafla,12949,Confirmed Eruption,3 km north of LeirhnjÏkur,1,,,1977,,4,,27,,Historical Observations,,1977,,9,,8,,65.75,-16.25,9,1977-04-27,0
345040,Poas,11176,Confirmed Eruption,,1,,,1977,,5,,1,,Historical Observations,,1977,,7,?,0,,10.2,-84.233,14,1977-05-01,0
263340,Raung,16144,Confirmed Eruption,,2,,,1977,,6,,9,,Historical Observations,,1977,,6,,30,,-8.119,114.056,6,1977-06-09,0
241080,Tongariro,14605,Confirmed Eruption,Ngauruhoe,1,,,1977,,7,,4,,Historical Observations,,1977,,7,,4,,-39.157,175.632,11,1977-07-04,0
241100,Ruapehu,14645,Confirmed Eruption,,2,,,1977,,7,,16,,Historical Observations,,1979,,1,,17,,-39.28,175.57,11,1977-07-16,0
255060,Kavachi,15166,Confirmed Eruption,,1,,,1977,,7,?,17,,Historical Observations,,1977,,7,,22,,-9.02,157.95,11,1977-07-17,0
300260,Klyuchevskoy,19460,Confirmed Eruption,Summit  NE flank (1700 m),3,,,1977,,8,,2,,Historical Observations,,1980,,3,,12,,56.056,160.642,7,1977-08-02,0
285030,Toya,18601,Confirmed Eruption,Usu-Shinzan,3,,,1977,,8,,7,,Historical Observations,,1982,,3,,0,,42.544,140.839,7,1977-08-07,0
257040,Ambrym,15279,Confirmed Eruption,,2,,,1977,,8,,16,15,Historical Observations,,1977,,9,,30,,-16.25,168.12,11,1977-08-16,0
342090,Fuego,10730,Confirmed Eruption,,2,,,1977,,9,,11,,Historical Observations,,1979,,8,,8,,14.473,-90.88,14,1977-09-11,0
332010,Kilauea,10114,Confirmed Eruption,East rift zone (near Kalalua Crater),0,,,1977,,9,,13,,Historical Observations,,1977,,10,,1,,19.421,-155.287,5,1977-09-13,0
273070,Taal,16860,Confirmed Eruption,SW flank (near Mt. Tabaro),2,,,1977,,10,,3,,Historical Observations,,1977,,11,?,12,,14.002,120.993,8,1977-10-03,0
344020,San Cristobal,10883,Confirmed Eruption,,2,,,1977,,10,,16,,Historical Observations,,1977,,10,,16,,12.702,-87.004,14,1977-10-16,0
242050,Monowai,14705,Confirmed Eruption,,0,,,1977,,10,,17,,Historical Observations,,1977,,10,?,27,,-25.887,-177.188,11,1977-10-17,0
